word,ci_lower,ci_upper,mean,n,gender_bias
spoke,2.833333333,3.41875,3.166666667,12,neither
mule,1.615384615,2.384615385,2,13,m
spot (location),2.571428571,3,2.785714286,14,neither
Mulligan,1.5,2.5,1.9,10,m
spotted,2.615384615,3.307692308,2.923076923,13,neither
munch,1.928571429,2.857142857,2.428571429,14,m
narrator,1.75,2.583333333,2.166666667,12,m
Ned,1,1.538461538,1.230769231,13,m
Nelson,1,1.6,1.3,10,m
squares,2.416666667,3.083333333,2.75,12,neither
Nicholas,1,1,1,10,m
squirrel,2.785714286,3.571428571,3.142857143,14,neither
stairs,2.4,3,2.7,10,neither
Nick,1.117647059,1.647058824,1.352941176,17,m
standing,2.426785714,3,2.714285714,14,neither
stands (on legs),2.571428571,3,2.785714286,14,neither
stands (produce),2.666666667,3.583333333,3.083333333,12,neither
Nikolai,1.2,1.8,1.5,10,m
stared,2.466666667,3.2,2.866666667,15,neither
Noah,1,1.6,1.266666667,15,m
start,2.769230769,3,2.923076923,13,neither
started,2.5,3.166666667,2.833333333,12,neither
noise,2.3,2.9,2.6,10,m
north,2.142857143,2.858928571,2.5,14,m
stayed,2.785714286,3,2.928571429,14,neither
nut,1.571428571,2.571428571,2.071428571,14,m
steam,2.928571429,3.5,3.214285714,14,neither
Nutbrown,1.7,2.5,2.1,10,m
office,2.069642857,2.785714286,2.428571429,14,m
step,2.615384615,3,2.846153846,13,neither
stepped,2.714285714,3.142857143,2.928571429,14,neither
steps,2.785714286,3.214285714,3,14,neither
officer,1.714285714,2.5,2.142857143,14,m
old,2.266666667,2.866666667,2.6,15,m
ordered,1.928571429,2.785714286,2.357142857,14,m
sticks,2.285714286,3.214285714,2.714285714,14,neither
sticky,2.714285714,3.142857143,2.928571429,14,neither
still,2.8,3.333333333,3.066666667,15,neither
ostrich,2.142857143,2.928571429,2.571428571,14,m
owner,2.230769231,2.769230769,2.461538462,13,m
stole,2.5,3.25,2.875,16,neither
stomach,2.647058824,3,2.823529412,17,neither
package,1.928571429,2.785714286,2.357142857,14,m
stood,2.5625,3.125,2.875,16,neither
stop,2.6,3.6025,3.1,10,neither
packed,2.285714286,2.928571429,2.642857143,14,m
stops,2.466666667,3.133333333,2.8,15,neither
pal,1.714285714,2.428571429,2.071428571,14,m
pants,2.071428571,2.642857143,2.357142857,14,m
stories,2.642857143,3.357142857,3,14,neither
story,2.9375,3.875,3.4375,16,neither
papa,1.035714286,1.357142857,1.178571429,28,m
Pascal,1.2,1.8,1.5,10,m
straightened,2.214285714,3.142857143,2.642857143,14,neither
paul,1,1.333333333,1.133333333,15,m
strangest,2.666666667,3.4,3,15,neither
straw,2.384615385,3,2.769230769,13,neither
peddler,1.866666667,2.4,2.133333333,15,m
Pete,1,1.5,1.2,10,m
stream (to move through),2.857142857,3.357142857,3.071428571,14,neither
street,2.571428571,3,2.785714286,14,neither
streets,2.5,3.071428571,2.785714286,14,neither
stretched,2.538461538,3.384615385,2.923076923,13,neither
string,2.692307692,3.153846154,2.923076923,13,neither
striped,2.355357143,3.214285714,2.785714286,14,neither
stripes,2,3,2.5,10,neither
peter,1.1875,1.75,1.4375,16,m
Philip,1,1.230769231,1.076923077,13,m
stuck,2.357142857,3.357142857,2.857142857,14,neither
pig,2.0975,2.9,2.5,10,m
pigeon,2.285714286,2.928571429,2.642857143,14,m
stumble,2.586764706,3.058823529,2.823529412,17,neither
pile,2.285714286,2.857142857,2.571428571,14,m
such,2.7,3.3,3,10,neither
suddenly,2.7,3.3,3,10,neither
pin (hold down),1.865,2.6,2.2,15,m
pipe,1.333333333,2.166666667,1.75,12,m
pirate,1.071428571,1.714285714,1.357142857,14,m
sun,2.428571429,3.142857143,2.785714286,14,neither
super,2,3.214285714,2.571428571,14,neither
supper,2.285714286,3.214285714,2.785714286,14,neither
pits,2.066666667,2.733333333,2.4,15,m
plane,2.357142857,2.857142857,2.642857143,14,m
surely,2.733333333,3.133333333,2.933333333,15,neither
plow,1.333333333,2,1.666666667,12,m
plowed,1.285714286,1.928571429,1.571428571,14,m
surrounded,2.692307692,3.307692308,3,13,neither
swam,2.846153846,3.538461538,3.153846154,13,neither
poached,1.846153846,2.769230769,2.307692308,13,m
swap,2.355357143,3.214285714,2.785714286,14,neither
pole,1.998214286,2.785714286,2.357142857,14,m
policemen,1.076923077,1.769230769,1.384615385,13,m
prince,1,1.461538462,1.230769231,13,m
swish,2.6,3.4,3,10,neither
principal,1.714285714,2.571428571,2.142857143,14,m
protect,1.866666667,2.666666667,2.266666667,15,m
table,2.625,3.25,2.9375,16,neither
proudly,1.916666667,2.75,2.333333333,12,m
tag,2.588235294,3.117647059,2.882352941,17,neither
tail,2.571428571,3.5,3,14,neither
take,2,3,2.5,12,neither
taken,2.466666667,3.266666667,2.866666667,15,neither
takes,2.333333333,3,2.666666667,15,neither
taking,2.4,3.4,2.866666667,15,neither
tale,2.666666667,3.6,3.133333333,15,neither
prove,2.071428571,2.716071429,2.428571429,14,m
pull,2.1,2.7,2.4,10,m
pumped,2.076923077,2.923076923,2.461538462,13,m
pushed,2.083333333,2.583333333,2.333333333,12,m
tap (with finger),2.692307692,3.615384615,3.153846154,13,neither
taps,2.5,3.583333333,3,12,neither
railroad,1.5,2.25,1.833333333,12,m
tastes,2.714285714,3.428571429,3.071428571,14,neither
rake,1.857142857,2.571428571,2.214285714,14,m
ram,1.6,2.466666667,2,15,m
rat,1.769230769,2.461538462,2.153846154,13,m
rescue,2.1,2.7,2.4,10,m
rhinoceros,1.666666667,2.916666667,2.25,12,m
rich,2.428571429,2.857142857,2.642857143,14,m
ride,2.142857143,2.785714286,2.5,14,m
Teddy,2.214285714,3.501785714,2.857142857,14,neither
teeth,2.5625,3.3125,2.9375,16,neither
road,1.785714286,2.5,2.142857143,14,m
tell,2.666666667,3.5,3.083333333,12,neither
telling,2.857142857,3.357142857,3.071428571,14,neither
Tembo,2.3,3.6,2.9,10,neither
roar,1.785714286,2.642857143,2.214285714,14,m
roars,1.692307692,2.384615385,2,13,m
Rocket,1.3,2.1,1.7,10,m
rocks,1.615384615,2.230769231,1.923076923,13,m
terribly,2.538461538,3.384615385,2.923076923,13,neither
than,2.75,3,2.916666667,12,neither
rocky (like a mountain),1.166666667,2.416666667,1.666666667,12,m
Rocky (name),1,1.333333333,1.133333333,15,m
rolls (like a tire),2.384615385,2.846153846,2.615384615,13,m
thee,2.941176471,3.411764706,3.176470588,17,neither
their,2.785714286,3.214285714,3,14,neither
them,2.498214286,3,2.785714286,14,neither
then,2.642857143,3,2.857142857,14,neither
there,2.533333333,3,2.8,15,neither
these,2.857142857,3.357142857,3.142857143,14,neither
they,2.8,3.4,3.1,10,neither
roof,1.571428571,2.285714286,1.928571429,14,m
thing,2.642857143,3,2.857142857,14,neither
things,2.714285714,3.142857143,2.928571429,14,neither
rope,2,2.625,2.3125,16,m
thinking,2.214285714,3.285714286,2.785714286,14,neither
rough,1.071428571,1.714285714,1.357142857,14,m
third,2.642857143,3,2.857142857,14,neither
rubber,2.153846154,2.846153846,2.538461538,13,m
rude,2.307692308,2.771153846,2.538461538,13,m
thou,2.2,3.2,2.733333333,15,neither
though,2.6,3.333333333,3,15,neither
thought,2.933333333,3.8,3.333333333,15,neither
rules,2.133333333,2.733333333,2.466666667,15,m
three,2.5,3.166666667,2.833333333,12,neither
running,2.142857143,2.785714286,2.5,14,m
rushing,2.071428571,2.714285714,2.428571429,14,m
Ryder,1.571428571,2.428571429,2,14,m
through,2.785714286,3,2.928571429,14,neither
sack (bag),1.857142857,2.571428571,2.214285714,14,m
sailor,1.4,2.066666667,1.733333333,15,m
thumb,2.583333333,3,2.833333333,12,neither
Sal,1.1,1.9,1.4,10,m
Thursday,2.533333333,3.133333333,2.866666667,15,neither
thy,2.692307692,3.153846154,2.923076923,13,neither
salt,2.428571429,2.928571429,2.714285714,14,m
Sam,1.6,2.5,2,10,m
tie (rope),2.285714286,3.071428571,2.714285714,14,neither
sandwich,2,2.928571429,2.5,14,m
tight,2.9,3.7,3.3,10,neither
Tikki,2.6,3.7,3.1,10,neither
till,2.5,3.3125,2.9375,16,neither
time,2.4,3,2.733333333,15,neither
scratch,1.857142857,2.571428571,2.214285714,14,m
sharp,2.066666667,2.733333333,2.4,15,m
shed,1.785714286,2.642857143,2.214285714,14,m
tip (end of a thing),2.285714286,3.071428571,2.642857143,14,neither
tip (push something over),2.076923077,3.076923077,2.538461538,13,neither
ship,1.714285714,2.642857143,2.214285714,14,m
shoot,1.5,2.214285714,1.857142857,14,m
tired,2.642857143,3.428571429,3.071428571,14,neither
title,2.307692308,3,2.692307692,13,neither
shot (basketball),1.357142857,2,1.642857143,14,m
should,2.357142857,2.857142857,2.642857143,14,m
shout,1.583333333,2.416666667,2,12,m
toilet,2.529411765,3.058823529,2.764705882,17,neither
told,2.714285714,3.357142857,3.071428571,14,neither
tomato,2.866666667,3.333333333,3.066666667,15,neither
shouted,1.571428571,2.285714286,1.928571429,14,m
tomorrow,2.7,3,2.9,10,neither
tonight,2.714285714,3.142857143,2.928571429,14,neither
too,2.538461538,3,2.846153846,13,neither
shovel,1.7,2.9,2.3,10,m
shovels,1.75,2.416666667,2.083333333,12,m
top,2.785714286,3.5,3.142857143,14,neither
siding,2.333333333,2.933333333,2.666666667,15,m
tossed,2.642857143,3.716071429,3.214285714,14,neither
Simon,1.071428571,1.5,1.285714286,14,m
sink (down),2.307692308,2.846153846,2.615384615,13,m
sir,1,1,1,14,m
toward,2.5,3,2.8,10,neither
size,2.333333333,2.933333333,2.666666667,15,m
skunk,2.228846154,2.846153846,2.538461538,13,m
slug (animal),2,2.769230769,2.384615385,13,m
toys,2.846153846,3.538461538,3.153846154,13,neither
slurp,1.857142857,2.857142857,2.357142857,14,m
smash,1.846153846,2.846153846,2.307692308,13,m
trail,2.357142857,3.285714286,2.785714286,14,neither
trailer,2.642857143,3.214285714,2.928571429,14,neither
smelled,2.411764706,2.941176471,2.647058824,17,m
smells,2.266666667,2.866666667,2.6,15,m
trash,2.375,3.125,2.75,16,neither
trashy,2.538461538,3.538461538,3.076923077,13,neither
tray,2.705882353,3.176470588,2.941176471,17,neither
Smith,1.4,2.5,2,10,m
tree,2.692307692,3.153846154,2.923076923,13,neither
trees,2.933333333,3.466666667,3.2,15,neither
smoke,2.142857143,2.785714286,2.5,14,m
trick,2.2,3.266666667,2.733333333,15,neither
tricks,2.307692308,3,2.615384615,13,neither
tried,2.785714286,3.214285714,3,14,neither
snake,1.75,2.916666667,2.333333333,12,m
snapped,1.928571429,2.642857143,2.285714286,14,m
trip (the kind you take),2.357142857,3,2.642857143,14,neither
tripped,2.357142857,3.214285714,2.785714286,14,neither
sneakers,2.2,2.866666667,2.533333333,15,m
sniffed,2.461538462,2.923076923,2.692307692,13,m
snoring,1.714285714,2.428571429,2.071428571,14,m
snowman,1.538461538,2.538461538,2,13,m
Solomon,1,1.571428571,1.214285714,14,m
son,1,1.3,1.1,10,m
TRUE,2.923076923,3.538461538,3.230769231,13,neither
truly,2.857142857,3.571428571,3.214285714,14,neither
truth,2.857142857,3.428571429,3.071428571,14,neither
try,2.625,3.5,3.0625,16,neither
trying,2.857142857,3.5,3.142857143,14,neither
Tubman,1.6,3.2,2.4,10,neither
sons,1,1.538461538,1.230769231,13,m
Tuesday,2.941176471,3.411764706,3.176470588,17,neither
tumbled,2.666666667,3.4,3,15,neither
space,2.4375,2.9375,2.6875,16,m
tune,2.642857143,3.428571429,3,14,neither
turn,2.6875,3.375,3,16,neither
turned,2.6,3.068333333,2.866666667,15,neither
turtle,2.714285714,3.5,3.071428571,14,neither
turtles,2.285714286,3.142857143,2.714285714,14,neither
tv,2.428571429,3,2.785714286,14,neither
twas,2.8,3.2,3,15,neither
twenty,2.875,3.5,3.1875,16,neither
speed,2.133333333,2.733333333,2.466666667,15,m
spider,2,2.857142857,2.428571429,14,m
spike,1.4,2.133333333,1.733333333,15,m
type (keyboard),2.882352941,3.235294118,3.058823529,17,neither
Spike (name),1,1.384615385,1.153846154,13,m
ugly,2.5,3.071428571,2.785714286,14,neither
uh,2.916666667,3.666666667,3.25,12,neither
sports,1.785714286,2.357142857,2.071428571,14,m
spot (see something),2.5,2.928571429,2.714285714,14,m
under,2.5,3.375,2.9375,16,neither
underground,2.571428571,3.357142857,2.928571429,14,neither
underneath,2.785714286,3.214285714,3,14,neither
square,2.3,2.9,2.6,10,m
unhappy,2.823529412,3.176470588,3,17,neither
until,2.769230769,3.230769231,3,13,neither
stand,2.142857143,2.928571429,2.5,14,m
upon,2.714285714,3.142857143,2.928571429,14,neither
upset,2.666666667,3.333333333,3,15,neither
upside,2.666666667,3.166666667,2.916666667,12,neither
upstairs,2.533333333,3.2,2.866666667,15,neither
station,2.357142857,2.928571429,2.642857143,14,m
use,2.714285714,3.285714286,3,14,neither
used,2,3.1,2.6,10,neither
useful,2.428571429,3.642857143,3.071428571,14,neither
using,2.785714286,3.214285714,3,14,neither
usual,2.733333333,3.4,3,15,neither
usually,2.769230769,3.230769231,3,13,neither
steal,2.230769231,2.769230769,2.538461538,13,m
vet (for animals),2.416666667,3.666666667,3,12,neither
steel,1.384615385,2.153846154,1.769230769,13,m
stick,2,2.666666667,2.333333333,12,m
stick (branch),2.4,2.8,2.6,15,m
voice,2.928571429,3.642857143,3.285714286,14,neither
voices,2.5,3.142857143,2.857142857,14,neither
wagon,2.769230769,3.230769231,3,13,neither
wait,2.666666667,3.4,3.066666667,15,neither
waited,2.785714286,3.714285714,3.285714286,14,neither
stick (verb; push something into),2.116176471,2.882352941,2.470588235,17,m
stinky,1.857142857,2.571428571,2.214285714,14,m
walk,2.857142857,3.285714286,3.071428571,14,neither
walked,2.571428571,3.214285714,2.928571429,14,neither
stone,1.6,2.4,2,15,m
wall,2.428571429,3,2.714285714,14,neither
stout,1.214285714,2,1.571428571,14,m
wander,2.705882353,3.294117647,3,17,neither
want,2.3,3.2,2.8,10,neither
wanted,2.714285714,3.142857143,2.928571429,14,neither
wants,2.785714286,3,2.928571429,14,neither
straight,2.285714286,2.928571429,2.642857143,14,m
strange,2.3,2.9,2.6,10,m
wash,2.9,3.7,3.3,10,neither
strong,1.466666667,2.133333333,1.8,15,m
struck,2.071428571,2.928571429,2.5,14,m
stuff,2.153846154,2.846153846,2.538461538,13,m
watching,2.666666667,3.4,3,15,neither
stump,2.2,2.733333333,2.466666667,15,m
wave (beach),2.5,3.642857143,3.071428571,14,neither
suit,1.533333333,2.266666667,1.866666667,15,m
swamp,1.5,2.5,2,10,m
swung,2.285714286,2.928571429,2.642857143,14,m
ways,2.583333333,3.416666667,3,12,neither
Sylvester,1,1.3,1.1,10,m
tall,1.5,2.214285714,1.857142857,14,m
Tallchief,1.2,2.3,1.7,10,m
taxi,2.266666667,2.866666667,2.6,15,m
weary,2.642857143,3.714285714,3.142857143,14,neither
weather,2.6,3.266666667,3,15,neither
team,2.076923077,2.769230769,2.461538462,13,m
tent,1.666666667,2.5,2.083333333,12,m
wee,2.357142857,3.642857143,3,14,neither
weeds,2.355357143,3.214285714,2.785714286,14,neither
terrible,2.428571429,2.928571429,2.714285714,14,m
Thomas,1,2.3,1.5,10,m
weenie,2,3.071428571,2.5,14,neither
well (as in good),2.928571429,3.714285714,3.285714286,14,neither
threw,2.2,2.935,2.533333333,15,m
throne,1.642857143,2.642857143,2.142857143,14,m
were,2.8,3.2,3,15,neither
throw,2.066666667,2.866666667,2.466666667,15,m
thud,1.428571429,2,1.714285714,14,m
whale,2.470588235,3.117647059,2.823529412,17,neither
whatever,2.714285714,3.571428571,3.142857143,14,neither
wheat,2.6,3.333333333,3,15,neither
wheel,2.5,3.416666667,2.916666667,12,neither
thump,1.642857143,2.357142857,2,14,m
tie (neckpiece),1.785714286,2.714285714,2.214285714,14,m
whenever,2.857142857,3.571428571,3.142857143,14,neither
whether,2.866666667,3.533333333,3.2,15,neither
which,2.857142857,3.285714286,3.071428571,14,neither
tiger,2,2.771153846,2.384615385,13,m
whiskers,2.071428571,3.071428571,2.571428571,14,neither
tin,1.998214286,2.714285714,2.357142857,14,m
whistle,2.4,3.4,2.9,10,neither
whistled,2.613461538,3.076923077,2.846153846,13,neither
white,2.857142857,3.428571429,3.142857143,14,neither
tire,2,2.571428571,2.285714286,14,m
whoo,2.7,4,3.4,10,neither
whose,2.7,3,2.9,10,neither
Tommy,1,1.25,1.083333333,12,m
took,2.214285714,2.714285714,2.428571429,14,m
wide,2.4375,3.3125,2.875,16,neither
tooth,2.1,2.9,2.5,10,m
tore,2.071428571,2.5,2.285714286,14,m
wild,2,3.071428571,2.5,14,neither
wildly,2.642857143,3.214285714,2.928571429,14,neither
tough,1.615384615,2.461538462,2,13,m
tow,1.692307692,2.538461538,2.153846154,13,m
town,2.125,2.6890625,2.4375,16,m
track,1.875,2.875,2.375,16,m
traffic,2.266666667,2.8,2.533333333,15,m
train,1.6,2.4,2,10,m
trains,1.428571429,2,1.714285714,14,m
Winfrey,2.9,4.4,3.7,10,neither
trillions,2,2.75,2.416666667,12,m
winter,2.466666667,3,2.733333333,15,neither
wiped,2.588235294,3.176470588,2.882352941,17,neither
trip (as in fall),2.285714286,2.928571429,2.642857143,14,m
wise,2.166666667,3,2.583333333,12,neither
trot,2.066666667,2.866666667,2.466666667,15,m
trouble,2,2.714285714,2.357142857,14,m
troubles,2.384615385,2.846153846,2.615384615,13,m
without,2.571428571,3.142857143,2.857142857,14,neither
woke,2.571428571,3.357142857,3,14,neither
truck,1.333333333,1.933333333,1.666666667,15,m
trucks,1.133333333,1.866666667,1.466666667,15,m
won,2.142857143,3,2.571428571,14,neither
tuck,1.769230769,2.615384615,2.230769231,13,m
uncle,1,1.214285714,1.071428571,14,m
walrus,1.846153846,2.615384615,2.230769231,13,m
war,1.531666667,2.2,1.866666667,15,m
watch (action),2.285714286,2.928571429,2.642857143,14,m
watch (as in wristwatch),2.153846154,2.615384615,2.384615385,13,m
watched,2.4375,2.9375,2.6875,16,m
word,2.8,3.266666667,3.066666667,15,neither
words,2.666666667,3.2,2.933333333,15,neither
work,2.4375,3.0625,2.75,16,neither
west,2,2.769230769,2.461538462,13,m
wheelbarrow,1.571428571,2.214285714,1.857142857,14,m
wheels,1.642857143,2.357142857,2,14,m
world,2.714285714,3.428571429,3.071428571,14,neither
worn,2.692307692,3.461538462,3.076923077,13,neither
worried,2.857142857,3.714285714,3.357142857,14,neither
Willy,1.214285714,1.714285714,1.428571429,14,m
worse,2.357142857,3,2.714285714,14,neither
would,2.615384615,3,2.846153846,13,neither
winds (as in winding a clock),2.4,2.868333333,2.666666667,15,m
wrapped,2.928571429,3.642857143,3.214285714,14,neither
wren,2.571428571,3.357142857,3,14,neither
write,2.933333333,3.666666667,3.333333333,15,neither
wire,2.066666667,2.8,2.466666667,15,m
written,2.928571429,3.5,3.214285714,14,neither
wrong,2.214285714,3,2.642857143,14,neither
wrote,2.785714286,3.357142857,3.071428571,14,neither
wolf,1.625,2.5625,2.0625,16,m
wood,1.25,1.91875,1.583333333,12,m
wooden,2.266666667,2.933333333,2.6,15,m
woods,2,2.928571429,2.5,14,m
years,2.5625,3.25,2.9375,16,neither
woof,1.866666667,2.533333333,2.2,15,m
worked,1.785714286,2.357142857,2.071428571,14,m
workers,2,2.769230769,2.384615385,13,m
Yertle,2.2,3.2,2.7,10,neither
working,1.7,2.8,2.3,10,m
yet,2.5,3.071428571,2.785714286,14,neither
yard,1.733333333,2.6,2.2,15,m
you,2.333333333,3.266666667,2.8,15,neither
yeah,2.529411765,2.941176471,2.764705882,17,m
your,2.928571429,3.5,3.214285714,14,neither
yell,2.266666667,2.933333333,2.6,15,m
yelled,1.571428571,2.428571429,2,14,m
York,1.916666667,2.752083333,2.416666667,12,m
zebra,2.266666667,3,2.6,15,neither
zoo,2.071428571,3,2.571428571,14,neither
